speakers,dialogue
penny,"Well, what about Bernadette?"
amy,"Oh, screw her. She’s just lucky we let her hang out with us."
leonard,What are you doing?
sheldon,I’m trying to raise the temperature in here before my nipples tear through my shirt.
howard,Why don’t you just turn up the thermostat?
sheldon,"Aha! Good question. It turns out the thermostat for my new office isn’t in my new office. No. It’s next door, in Professor Davenport’s office, who is currently enjoying the hot flashes associated with menopause."
leonard,Why is there a hole here?
sheldon,Why is there a hole in my new office? I’ve narrowed it down to two possibilities
raj,"Well, at least you finally got a window that opens. That’s nice."
sheldon,Is it? Listen.
raj,"What, you don’t like wind chimes?"
sheldon,"No, I hate them, but it gets worse. There it is."
howard,The bird?
sheldon,"Yeah, It’s completely out of tune with the wind chimes."
raj,So?
sheldon,"You don’t get it, do you? That’s a mockingbird. Mockingbirds can change their song, which means he’s out of tune on purpose. He’s mocking me. Oh dear. There it is again. Do you feel it?"
howard,The growing realization that you are one wacky bastard? Yep.
sheldon,"No. The vibration. We are directly underneath the geology lab, and they’re running their confounded sieve shakers again. Hey, gravel monkeys, if you need to shake rocks, try jiggling your heads around!"
leonard,"Sheldon, relax."
sheldon,How can I relax? My nervous system is being stretched out like the strings of a harp and plucked by holes and birds and wind and the low-hanging scrotum of the difficult-to-evict Professor Rothman.
leonard,"If you’re not happy, why don’t you just let Kripke have the office?"
sheldon,"What, and let him win? Do I look crazy to you? We’re trying to think down here, you geode-loving feldspar jockeys!  And you, the notes are C, D, E, G and A. You pick one or I am chopping down that tree!"
penny,How’s that?
amy,Little higher on the right.
penny,Now?
amy,Little more. No. That’s got it.
penny,"Yeah, okay. That’s, uh, that’s good."
amy,I’ll let you in on a little secret.
penny,Mm.
amy,"Originally we were painted nude. But I had him add clothes, ’cause I thought it was an unnecessary challenge to our heterosexuality."
penny,"Yeah, good call."
amy,"But if you ever change your mind, all it would take is some warm, soapy water and a couple of sponges."
penny,"You’re talking about the painting, right?"
amy,Sure.
sheldon,Help! Somebody help!
leonard,What happened?
sheldon,I was trying to see what was in here and my head got stuck.
leonard,Why would you do that?
sheldon,It’s called scientific curiosity. Now go get butter.
leonard,Hang in there. I’ll be right back. 
leonard,I’m just gonna run to the store and get a few things. I’ll pick you up when you’re done.
sheldon,"Okay. I like it a little better when you stay, but all right."
sheldon,Hello. I’m here for my haircut with Mr. D’Onofrio.
sheldon,"Oh, dear, Mr. D’Onofrio’s in the hospital. Why do these things always happen to me?"
sheldon,You’re not Mr. D’Onofrio. I get my hair cut by Mr. D’Onofrio. You believe this guy?
leonard,"Excuse us for a second. Sheldon, it’s okay, he can do it. He’s a barber."
sheldon,"He’s not a barber, he’s the nephew. He’s an example of the kind of nepotism that runs rampant in the barbering industry. Besides, Mr. D’Onofrio knows exactly how I like my hair done because he has all my haircut records from my barber in Texas."
leonard,What are you talking about?
sheldon,"When I first moved here I was nervous about finding a new barber, so my mother had all my haircut records sent here to Mr. D’Onofrio."
leonard,There’s no such thing as haircut records.
sheldon,"Yes, there are."
leonard,Have you ever seen them?
sheldon,"No, but my mother assured me they were sent here, and I’ll bet you dollars to doughnuts that this one doesn’t have them. Uh, excuse me. Do you have access to my haircut records?"
sheldon,"To paraphrase T.S. Eliot, this is the way the world ends, not with a bang but with a nephew."
leonard,"Sheldon, you’re a grown man, he’s a professional, and your haircut is number three on that poster from 1946. Just sit down and let him do it."
sheldon,"Fine, but if I come out of this looking like a dork, it’s on you. "
sheldon,Nope. 
leonard,"When you tell this story later, the word we usually use is quirky."
sheldon,Can you pass the Parmesan cheese?
leonard,Sure. What are you doing?
sheldon,I’m trying to get the hair out of my eyes.
leonard,"Sheldon, you are one day late for your haircut."
sheldon,Thank you for captioning my nightmare.
howard,"Lookie here, I got my travel orders."
raj,"Payload Specialist Howard Wolowitz is requested to report to the NASA Johnson Space Center, Houston, Texas, for astronaut training Monday eight a.m."
howard,"Yeah, but it’s from NASA, so it’s oh eight hundred."
raj,But it says eight a.m.
howard,You read it as oh eight hundred.
raj,It doesn’t have an oh in front of it.
howard,"You know what does have an oh in front of it? Oh, my God, I’m an astronaut, and you’re dying of jealousy."
leonard,"So, what kind of things are they…  will you stop that?"
sheldon,"I can’t help it, I feel like a teen heartthrob."
penny,"You know, Sheldon, I used to cut my brother’s hair. I could do it for you."
sheldon,"Penny, I know you mean well, offering the skills of the hill folk, but, um, here in town we don’t churn our own butter, we don’t, uh, make dresses out of gunny sacks, and, uh, we sure as shootin’ don’t get our hair cut by bottle-blonde…"
leonard,"Sheldon, be nice."
sheldon,"I’m sorry, it’s the bad boy attitude that comes with this hair."
raj,"You could go to my guy. He’s at Juan-Juan in Beverly Hills. They bring you a cup of tea, they’ll massage your scalp. It’s about two hundred dollars, but sometimes you look in the next chair and you see a superstar like Tony Danza."
howard,"Quick question here, have we actually changed the conversation from I’m going"
raj,"Now who’s dying of jealousy? Oh, it’s you."
amy,"I’m a cowboy, on a steel horse I ride. I’m wanted… I’m wanted… wanted, dead or alive. Sheldon, you’re ruining girlfriend-boyfriend sing-along night."
sheldon,"I’m sorry. I’m looking for a barber and I’m running out of time. My hair is growing at the rate of 4.6 yoctometers per femtosecond. I mean, if you’re quiet, you can hear it."
amy,What about Supercuts?
sheldon,I tried once. They do men’s and women’s hair in the same room at the same time. It’s like Sodom and Gomorrah with mousse.
amy,"Well, this isn’t a crisis. Why don’t you just let your hair grow out a little?"
sheldon,"Why don’t I let my hair grow out? Um, why don’t I start wearing Birkenstocks and, uh, uh, seeking validation of my opinions by asking can you dig it?"
amy,"Well, I don’t know. I think you might look sexy with long hair. The kind that flows down to your shoulders and blows back while riding on a horse, bareback and bare-chested. I’m gonna go brush my teeth, it might take a while."
howard,Hi.
bernadette,"Hi, sweetie."
howard,I miss you.
bernadette,"I miss you, too. So tell me all about your first day."
howard,"Oh, wow, where do I even start? I got to experience zero gravity."
bernadette,Cool. How do they do that?
howard,"It’s pretty neat. You get in this plane that goes almost straight up for, like, 20 seconds, and then straight back down like it’s going to crash, and they do it over and over again, you know, no matter how many times you throw up."
bernadette,You threw up?
howard,"Yeah, and the craziest part is, because there’s no gravity, the throw-up kind of floats there, in a little ball, and if your mouth is open because you’re screaming, sometimes it just floats right back in. Boy, does everyone laugh at you when that happens."
bernadette,That sounds mean.
howard,"No. Yeah, I would have laughed, too, but I didn’t want the vomit to come back out. Anyway, oh, could you do me a favour and overnight me some more underwear?"
bernadette,"Sure, why?"
howard,"I got a look at the centrifuge they’re going to spin me around in tomorrow, and I have a hunch I packed a little light."
sheldon,"Mr. D’Onofrio? It’s Sheldon. They didn’t have anything barber-themed in the gift shop, so I got you this. I don’t know if you can read his little T-shirt. It says, um, get well bear-y soon. Trust me, if you were even a little conscious right now, you’d be laughing. Anyway, there’s new studies that show, people in comas are aware of everything going on around them. With that in mind, if you can hear me, move away from the light and toward the sound of these scissors."
sheldon,Yes. Do you have something I could use as a cape?
sheldon,"Oh, no, no, I’m just here to get my hair cut."
sheldon,"I got to run. But not with scissors, that would be unsafe."
penny,"So, if I move my horsey here, isn’t that checkmate and I win?"
leonard,Hmm.
penny,"Well, is it or isn’t it?"
leonard,"You know, I think this is a good stopping point. Uh, it’s your first real game. I threw a lot of information at you."
penny,"Well, no, I mean, your king is trapped. He can’t go here because of my lighthouse, and he can’t go here because of my pointy-head guy."
leonard,"Like I said, complicated game."
penny,So did I win or not?
leonard,"Did you have fun? Because if you had fun, then you are, you are a winner. Now that’s, that-that’s what chess is all about."
