speakers,dialogue
monica,  Why not?
chandler," Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!"
monica, I'm not always that bad!
chandler," Oh, yeah? What happened when we played last time?"
monica,  I punched you...?
chandler, And...?
monica, ... Phoebe...?
phoebe, ... and...?
monica, I clunked your heads together!
joey, Hey! 
joey,"  Oh... oh, but that's ok, I'll find someone else to do it... I'll do it alone, but... I don't know what happens if the sea turtle catches you..."
joey, 
joey,"  Oh! Oh, well! At least we're both having fun!"
joey," Yeah! A little bit, yeah..."
joey, Yeah... I think we do... ... about what?
monica," C'mon guys, it'll be fun!"
phoebe," All right, all right... I'll play if we don't keep score!"
monica, But then how do we know who wins?
phoebe, Nobody wins!
monica," So, we're just four losers... SUPER!"
chandler, I'm not playing with you.
phoebe," Yeah, I'm out."
monica,  OK!
phoebe," Mike, you don't know, you don't know what you're doing!"
chandler, She gets crazy! This scar  is from Pictionary!
monica, Sure! Got to!
monica, Aww!
chandler,"  Oh dear God, there's two of them!"
monica," Hell, yeah!"
chandler,  Did you know this about him?
phoebe, No idea! I though he was soft like you!
monica, How much were you thinking?
monica, Make it fifty!
monica,  One thousand...
chandler,  OK!
monica,  Either of you girls got a quarter?
chandler," Honey, try to focus the trash talk on him!"
phoebe,"  Monica, you call it."
monica," Heads! No, Tails! He-he-heads!"
phoebe, Tails!
monica,"  Ow, what are the chances!"
monica, Ha! My point!
phoebe,  He was a lawyer!
rachel, Oh! Weather bitch! 
rachel," It's open!  Hi, Joe!"
joey,  Hey...
rachel,"  What, is everything ok?"
joey, Uh... Charlie and I broke up.
rachel," Nooooo, why?"
joey," Oh well, she said we have nothing in common."
rachel,"  Oh, that's crazy!"
joey," No, it's not, we have nothing in common!"
rachel," ... yeah, it's true."
joey," I mean, she should be with someone like... Ross! You know what I mean, he uses all those big words too! Man, smart people are dull!"
rachel,"  What, hey!"
joey,"  Ok, Rach!"
joey," I feel so stupid, you know? Why... why do I keep going after the wrong girls?"
rachel," W-What are you, what are you talking about?"
joey," Oh, c'mon, I mean, there's you, then there's Charlie, and it's like... "
rachel, Ok... uh... maybe you're not always going after the wrong girl...
joey,"  I'm telling you, Rach, Charlie is not right for me!"
rachel," Yeah, I'm not talking about her..."
joey, But then who? The waitress I went out with last month? 
rachel, You know? Forget it!
joey,"  No-no-no-no, no! Who, who were you talking about?"
rachel," No, I-I-I-I don't, I actually don't know who I'm talking about! So!"
joey," Ok! All right, well... I'm gonna see if I can get a room for the night and I'll... I'll see you later!"
rachel," Yeah, sure!"
joey, You like me? 
rachel,"  Ok, let's not make a big thing about this!"
joey,  That's a huge thing!
rachel," Not working with me, Joe! Here's the thing"
joey, What... for how long?
rachel, Only like a month!
joey,  A MONTH??
rachel," What the... DIAL IT DOWN!  Ok, dial it up a little!"
joey,  I just have one question!
rachel, Shoot!
joey,  What the hell are you doin'???
rachel," I don't know, I'm not trying to do anything, it's just, we have such a good time when we're together, you know... I mean, aren't you just a... little curious...  what that would be like?..."
joey," Uh, am I curious? I mean, I am as curious as... as... George!!"
rachel,  Who...?
joey," CURIOUS GEORGE ! You know, the monkey, and the guy with the yellow hat!"
rachel," Oh yes, of course, I remember him!"
joey," Yeah, he had a paper route."
rachel," Yeah, he did!  Oh, see, this is what I'm talking about!"
joey," No, I know, yeah I know we're great but Rach no... this... this can't happen!"
rachel, But can it... just... happen a little bit?
joey,"  NO, NO! It can't happen at all!"
rachel," But why, why not?"
joey," Because... look, no one wants this to happen more than me, ok?  I couldn't do it to Ross!"
rachel, But that wasn't gonna stop you before!
joey," I know, I know! But I've thought about it a lot since, and it just wouldn't be right...  I'm sorry...!"
rachel,  OH GOD! I shouldn't have said anything!
joey," NO! No-no-no-no-no-no! Hey! Hey, we'll be fine! Li... hey, like you said"
rachel, It's not a big deal!
joey, NO BIG DEAL!
rachel, It's so not a big deal!
joey, Yeah! I'll see ya later! Yeah!
rachel, Ok!
rachel," Ok, I..."
rachel, AAAHHHH!
monica," Ooh! I'm sorry! I think, I THINK, that may have missed the table!"
monica," Ah, yeah!"
monica," Ah, yeaaah!"
monica, AH YEAAAAH!
chandler,  Do you really find this attractive on him?
phoebe,"  Are you telling me you... you're not even... a little turned on by Monica, right now?"
chandler, I think this is the first time in our marriage that I've felt like the more attractive one.
phoebe," C'mon Mike, you can beat her! Knock that dog off her head!"
monica," Oh, damn it!"
phoebe,  I sleep with him!
monica,"  Don't get too cocky! Remember I won the last one! Oh, by the way, how did that feel, losing to a girl?"
monica," NO, NO, NOOO!"
chandler," Okay-dokay, you've each won a game and I've lost what's felt like a year of my life. So everybody goes home a winner."
monica, Best out of three?
chandler, Should I use my invisibility to fight crime or for evil?
monica,"  Serve the ball, chump!"
phoebe,"  Ok Mike, better come back Mike, better come back."
ross," Ooh, well. Ah, I kinda have got a lot on my plate right now, not that I wouldn't love a weekend in the country with a strange man. "
ross, Get Out!
ross," Yes, please!  So, what's going on?"
ross," Oh my God, wh-what happened?"
ross, I knew that was him!
ross,"  Hey, you ok?"
ross," Oh, professor Clerk we're kind of in the middle of a conversation, here."
ross, 
chandler,"  Ok, look! Enough is enough!"
monica," No, I have just to have two more points to beat him!"
chandler," Monica, that was also true an hour ago! I mean, please, look at you! Your hand is blistered, you can barely stand, your hair is inexplicable! Ok, you've already proven you are just as good as he is, now we've missed our dinner reservations, so now let's just go upstairs, order room service, take a shower and shave your head!"
monica, I can't just walk away! I've put in four hours!
chandler, But...
monica," Look! You knew this about me when you married me! You agreed to take me in sickness and in health. Well, this is my sickness!"
chandler, What about the obsessive cleaning?
monica, That's just good sense!
monica, 
chandler, You ok?
monica," No, no, no. Honey, I'm ok. Shake it off!  Oh my God! I can't play!"
phoebe, Mike wins?
monica, I can't believe it!  I lost!
chandler," No, you didn't."
monica, What?
chandler, Because I'm gonna play for ya.
phoebe, You can't do that!
phoebe," Ok, we're taking that paddle home, mister."
monica,"  Honey, you don't have to do this."
chandler,"  Yes, I do. Now, I may not understand why you have to win so badly, but if it's important to you then it's important to me, because I love you."
monica, But... you suck!
chandler,"  You're welcome, sweetheart."
chandler," All right Mike, let's get this over with. Sudden death. Whoever wins this point, wins."
monica, Oh my God! You're good!
phoebe, It's like watching porn!
chandler, And that's... how... it's done!
monica,  When did you stop sucking?
chandler," I never sucked, I actually didn't want you to know how good I was!"
monica, Why?
chandler, I don't know.
monica, This is so great! Now we can enter into doubles tournaments!
chandler, That's why!
ross, Hi.
ross," Yeah. The bartender said that they split up into two search parties, the herbivores and the carnivores.  You know, we as a group are not the coolest."
ross, I don't think they saw us.
ross,  Oh. Can I... can I ask who?
ross," I think I know too but I've been really wrong about this stuff in the past, so..."
ross, I'm sorry... we... we can't.
ross," I mean, you just went out with my best friend, and I just think it'd be a really really bad idea. "
rachel, What?
ross," Hey, what's going on?"
chandler, Hey.
ross," I found a note on my door, """"Come to Monica's quick, bring champagne and a Three Musketeers bar."""""""
joey,  Yeah I'll take that.
ross, What's up?
chandler, Monica and I are engaged.
ross, Oh my God.  Congratulations.
chandler, Thanks.
ross, Where is she?
monica,  I'm engaged!!!!!! I'm engaged!!!!
joey," Yeah, she's been out there for twenty minutes, I'm surprised you didn't hear her on the way over."
ross," Oh, I thought it was just a kid yelling, """"I'm gay! I'm gay!"""" Can I bring her in?"""
phoebe," Oh no, let her stay out there. It's sweet."
monica," I'm getting married!!!! I'm gonna be a bride!!!!  Come on, apartment 20! Apartment 20!"
chandler,  You bolt the door. I'll be in the closet.
monica," Okay! Wait-wait-wait! Shhh!  Our special night. I mean it just wouldn't be myour-our night, if you all weren't here to celebrate with meusDamnit!"
chandler," It's okay, I want this to be your night too.  To Monica."
monica," Awww, come onwaitstop it. Okay, to Monica."
chandler, To Monica!
phoebe," So have you decided on a band for the wedding? Because, y'know, I'm kinda musical."
rachel," Yeah Pheebs, honey, she just got engaged a couple of hours ago. I doubt she's even had time to"
phoebe," Well speaking of chiming in, remember the time you burned down my apartment?"
rachel,"  Yeah, you're on your own."
monica, Y'know what we should do? We should all get dressed up and go to have champagne at The Plaza.
joey," But I-I-I can't stay too long, I gotta get up early for a commercial audition tomorrow and I gotta look good. I'm supposed to be playing a 19-year-old."
chandler," So when you said, """"Get up early,"""" did you mean 1986?"""
joey, You guys don't think I look 19?
phoebe," Oh, 19! We thought you said 90!"
monica," Okay everybody, let's go! Let's go!"
rachel, Okay.
chandler, Okay.
joey,"  Hey, is uh the rest of my candy bar around here?"
phoebe," Oh honey no, you ate it all."
joey, I was afraid of that. 
monica,  You're not getting dressed.
chandler, Know what I mean?
monica," Yeah, but I don't think we have time."
chandler, There's gonna be a wedding. You're gonna be the bride. Two hundred people are going to be looking at you in a clean white dress.
